Temp,Time,Abs,,2387,35,,
16.816023,162,0.461204797,,98,2352,,
16.79493,163,0.461348712,,,,,
16.784224,164,0.461437523,,,,,
16.7886,166,0.458222538,,,,,
16.7886,167,0.460105121,,16.750331,0.459536612,168,7
16.750331,168,0.459536612,Yes,17.009762,0.451347083,240,10
16.829564,169,0.454040408,,17.209993,0.42877838,288,12
16.800078,172,0.456154555,,17.296781,0.435174644,312,13
16.81117,173,0.453259319,,17.55916,0.41899991,360,15
16.814288,176,0.476213276,,17.722835,0.409274221,384,16
16.814948,178,0.484747976,,17.893121,0.399822563,408,17
16.814948,179,0.485823244,,18.834061,0.374883205,528,22
16.812151,181,0.454593271,,19.097507,0.36392802,552,23
16.829755,182,0.482172459,,19.584107,0.373012573,600,25
16.812481,183,0.452395022,,20.132219,0.344620377,648,27
16.851481,185,0.471165836,,20.371999,0.337401182,672,28
16.816157,187,0.473007441,,21.279753,0.319478512,744,31
16.816157,188,0.469802082,,21.617171,0.314257026,768,32
16.851726,190,0.463003665,,21.934288,0.308921039,792,33
16.877859,193,0.4593831,,22.219806,0.314769983,816,34
16.856005,195,0.457690537,,22.548761,0.300937802,840,35
16.877451,197,0.4551045,,22.884793,0.29304117,864,36
16.865247,200,0.455623776,,23.200256,0.287326694,888,37
16.877411,201,0.452486366,,24.543655,0.262055993,984,41
16.863175,203,0.456109762,,25.150108,0.252190858,1032,43
16.872131,204,0.452046931,,26.907851,0.22265242,1176,49
16.881138,206,0.4540748,,27.20387,0.216914266,1200,50
16.899774,208,0.448163956,,27.453802,0.213996962,1224,51
16.903814,209,0.446419567,,27.693112,0.211944789,1248,52
16.860161,210,0.452236325,,28.414198,0.197362453,1320,55
16.903242,212,0.454798669,,28.636099,0.192115918,1344,56
16.927771,214,0.451719433,,28.895847,0.185134709,1368,57
16.917468,215,0.448364914,,29.284143,0.185983092,1416,59
16.915366,217,0.450194001,,29.549299,0.180051863,1440,60
16.908048,218,0.451143056,,29.7337,0.171695724,1464,61
16.934051,220,0.447099239,,29.952312,0.167297632,1488,62
16.916558,221,0.447128803,,30.190602,0.162123278,1512,63
16.957404,222,0.444393337,,30.461298,0.161052555,1536,64
16.925716,224,0.446275294,,31.27514,0.155062571,1608,67
16.960592,225,0.445658028,,31.83497,0.149777785,1656,69
16.900849,226,0.445309997,,32.148145,0.144077465,1680,70
16.953554,227,0.447148442,,32.742486,0.139628455,1728,72
16.953554,228,0.445903629,,33.759692,0.132932127,1800,75
16.963309,229,0.441770017,,34.076253,0.130608261,1824,76
16.972988,230,0.443724632,,34.389591,0.138151795,1848,77
16.949552,231,0.445277542,,35.412673,0.127422109,1920,80
16.964425,233,0.448054075,,35.778221,0.125479296,1944,81
16.989225,236,0.449341118,,36.40371,0.123395607,1992,83
17.001583,237,0.455296189,,36.738303,0.121848308,2016,84
16.989428,238,0.449845612,,37.051757,0.119664371,2040,85
17.009762,240,0.451347083,Yes,37.675778,0.118325196,2088,87
16.993923,242,0.451377064,,37.944617,0.118908875,2112,88
16.986835,243,0.450544983,,38.758978,0.121255398,2184,91
16.986835,244,0.451032728,,39.739458,0.11931099,2280,95
16.970787,245,0.448317915,,40.010122,0.119462289,2304,96
17.011355,247,0.446797192,,40.213233,0.118087009,2328,97
17.004839,248,0.44893679,,40.441001,0.120475747,2352,98
17.037479,249,0.448205024,,40.666222,0.121132962,2376,99
17.022467,252,0.439930886,,40.896748,0.120683432,2400,100
17.023445,253,0.439544588,,41.48021,0.121599548,2472,103
17.04741,254,0.440946668,,41.67456,0.120229028,2496,104
17.044482,255,0.440709859,,41.844456,0.13024734,2520,105
17.030569,257,0.439534545,,42.035243,0.120079033,2544,106
17.045987,258,0.4380669,,42.187227,0.121053837,2568,107
17.068598,260,0.44262296,,42.710675,0.131623358,2640,110
17.08672,262,0.433977813,,42.860909,0.128031641,2664,111
17.082008,263,0.437200129,,43.164043,0.129450366,2712,113
17.121538,265,0.437169462,,43.586694,0.127507687,2784,116
17.071436,266,0.43730247,,43.706061,0.131910265,2808,117
17.077835,268,0.439091235,,43.95058,0.132865295,2856,119
17.119664,269,0.435853571,,44.116914,0.130756199,2880,120
17.149713,271,0.433631808,,44.497204,0.134716287,2952,123
17.099468,273,0.437393904,,44.767489,0.134444132,3024,126
17.123829,274,0.433578908,,44.966224,0.137749568,3072,128
17.141275,276,0.434128642,,45.200424,0.139894843,3120,130
17.148493,278,0.431504309,,45.274277,0.139962331,3144,131
17.166738,279,0.432091892,,45.494006,0.142535955,3192,133
17.145839,281,0.431495547,,45.638088,0.141041055,3240,135
17.177441,282,0.430798471,,45.716824,0.140733093,3264,136
17.157393,283,0.425125331,,45.812306,0.142179743,3288,137
17.170502,285,0.428318352,,45.886277,0.141437054,3312,138
17.171905,286,0.428664982,,45.93697,0.142186448,3336,139
17.209993,288,0.42877838,Yes,46.025578,0.141301915,3360,140
17.17301,290,0.423120379,,46.239505,0.141053557,3432,143
17.210824,292,0.431171417,,46.314393,0.142277464,3456,144
17.174393,293,0.451886296,,46.370733,0.139374048,3480,145
17.232501,294,0.447841436,,46.469986,0.142185777,3528,147
17.1963,295,0.45139575,,46.568214,0.142448157,3552,148
17.209255,297,0.44819504,,46.596182,0.143056423,3576,149
17.21552,298,0.447536677,,46.641912,0.142729253,3600,150
17.269466,300,0.426729977,,46.732114,0.142767191,3624,151
17.235566,302,0.424314946,,46.795495,0.143407852,3648,152
17.264655,304,0.450896561,,46.785894,0.143475413,3672,153
17.265784,305,0.431740075,,46.869112,0.142734036,3696,154
17.258092,306,0.437151969,,47.069828,0.141593859,3816,159
17.269567,308,0.432802856,,47.13921,0.143460929,3840,160
17.295398,309,0.430684269,,47.209654,0.144890338,3864,161
17.296781,312,0.435174644,Yes,47.216223,0.143919617,3888,162
17.351364,313,0.428183436,,47.267494,0.147326484,3912,163
17.351364,314,0.429745227,,47.347111,0.151573658,3936,164
17.287084,315,0.425846547,,47.35224,0.145342827,3960,165
17.323283,316,0.42615509,,47.413875,0.1465168,4008,167
17.35179,319,0.425424367,,,,,
17.301166,322,0.422693759,,,,,
17.345329,324,0.42055428,,,,,
17.363415,325,0.421969801,,,,,
17.360984,326,0.422001392,,,,,
17.374437,328,0.419779539,,,,,
17.384329,331,0.420610011,,,,,
17.428986,333,0.422310352,,,,,
17.40339,334,0.42062822,,,,,
17.418168,337,0.420234442,,,,,
17.415388,338,0.419849843,,,,,
17.446293,339,0.418952674,,,,,
17.490842,341,0.419724107,,,,,
17.447594,342,0.421409607,,,,,
17.458614,343,0.415342122,,,,,
17.458614,344,0.416945815,,,,,
17.481681,346,0.413491547,,,,,
17.481681,347,0.414609999,,,,,
17.539649,348,0.417086512,,,,,
17.515811,350,0.415616036,,,,,
17.515341,351,0.411878198,,,,,
17.531187,353,0.418636948,,,,,
17.531212,354,0.416067958,,,,,
17.551548,356,0.412008226,,,,,
17.545986,357,0.419234425,,,,,
17.533521,358,0.420868486,,,,,
17.55916,360,0.41899991,Yes,,,,
17.594761,362,0.418605387,,,,,
17.616268,363,0.415418863,,,,,
17.594989,364,0.421594173,,,,,
17.633239,367,0.416645616,,,,,
17.649315,368,0.421437055,,,,,
17.596639,369,0.418721259,,,,,
17.617999,370,0.41766876,,,,,
17.65099,372,0.417470366,,,,,
17.658023,375,0.417797267,,,,,
17.668689,378,0.414383322,,,,,
17.700953,380,0.410375416,,,,,
17.676749,381,0.410885483,,,,,
17.691467,382,0.409562171,,,,,
17.722835,384,0.409274221,Yes,,,,
17.728764,386,0.411903292,,,,,
17.736524,388,0.406717241,,,,,
17.782776,390,0.407523245,,,,,
17.763382,392,0.404969662,,,,,
17.791911,393,0.40482527,,,,,
17.81138,396,0.401097119,,,,,
17.812357,399,0.40642032,,,,,
17.848934,401,0.406254649,,,,,
17.854291,403,0.401572615,,,,,
17.883543,406,0.403172702,,,,,
17.90981,407,0.402061671,,,,,
17.893121,408,0.399822563,Yes,,,,
17.902153,409,0.400466442,,,,,
17.942786,412,0.396274149,,,,,
17.911863,413,0.398168743,,,,,
17.935732,415,0.400038689,,,,,
17.958021,417,0.396001488,,,,,
17.960626,419,0.400094837,,,,,
17.961798,422,0.396299839,,,,,
17.957996,423,0.400562197,,,,,
17.988789,424,0.400121272,,,,,
18.017805,425,0.40068543,,,,,
18.028863,427,0.414616406,,,,,
18.04957,428,0.41500473,,,,,
18.039343,431,0.419039637,,,,,
18.075307,433,0.41237551,,,,,
18.063928,434,0.414459825,,,,,
18.107771,435,0.416544765,,,,,
18.096791,436,0.415492028,,,,,
18.089588,438,0.418181032,,,,,
18.087687,439,0.407867312,,,,,
18.108443,440,0.399762929,,,,,
18.142228,442,0.398853272,,,,,
18.127449,443,0.391088367,,,,,
18.181111,447,0.401892364,,,,,
18.185311,449,0.394430339,,,,,
18.19466,450,0.396768332,,,,,
18.226989,452,0.396183342,,,,,
18.21579,455,0.394886851,,,,,
18.254217,458,0.39385131,,,,,
18.272469,459,0.390522778,,,,,
18.263894,461,0.387124836,,,,,
18.289917,463,0.389100522,,,,,
18.320213,466,0.389034003,,,,,
18.34016,468,0.383293629,,,,,
18.36243,469,0.388269991,,,,,
18.364058,470,0.38394025,,,,,
18.375202,472,0.386349887,,,,,
18.378127,473,0.387222588,,,,,
18.406271,474,0.387957126,,,,,
18.381255,476,0.384054005,,,,,
18.430184,478,0.385359556,,,,,
18.410019,479,0.384848416,,,,,
18.450278,481,0.384327829,,,,,
18.436433,483,0.385343611,,,,,
18.430063,484,0.381754309,,,,,
18.479418,487,0.377817333,,,,,
18.509752,488,0.381660312,,,,,
18.539312,490,0.380089879,,,,,
18.521095,491,0.380462468,,,,,
18.549983,494,0.37854591,,,,,
18.596325,496,0.379054874,,,,,
18.576712,497,0.378405422,,,,,
18.604793,498,0.379758149,,,,,
18.599749,499,0.37964198,,,,,
18.589331,500,0.380945146,,,,,
18.655356,502,0.37774694,,,,,
18.622082,503,0.378487289,,,,,
18.628429,505,0.382024854,,,,,
18.669271,507,0.382043392,,,,,
18.67539,509,0.380575478,,,,,
18.712007,511,0.380302101,,,,,
18.712931,513,0.383201361,,,,,
18.745027,514,0.379130185,,,,,
18.757364,517,0.381729156,,,,,
18.773224,518,0.380427927,,,,,
18.797877,519,0.379085213,,,,,
18.820897,521,0.378870398,,,,,
18.837603,523,0.379432738,,,,,
18.855782,525,0.376980096,,,,,
18.810541,526,0.376710117,,,,,
18.834061,528,0.374883205,Yes,,,,
18.864099,529,0.374389976,,,,,
18.899803,531,0.374403894,,,,,
18.920181,533,0.373039961,,,,,
18.910593,535,0.373585284,,,,,
18.909846,536,0.371221066,,,,,
18.93324,537,0.371737093,,,,,
18.969609,538,0.370304853,,,,,
18.963418,540,0.368332416,,,,,
18.994751,541,0.369277358,,,,,
19.019412,544,0.363364548,,,,,
19.044121,546,0.362994164,,,,,
19.012596,547,0.36439994,,,,,
19.030667,549,0.365956485,,,,,
19.062116,550,0.365561187,,,,,
19.097507,552,0.36392802,Yes,,,,
19.098481,553,0.366032124,,,,,
19.133889,555,0.365412861,,,,,
19.110758,556,0.365213186,,,,,
19.147638,557,0.363513798,,,,,
19.147638,558,0.361088514,,,,,
19.194299,560,0.362049222,,,,,
19.185721,562,0.364053547,,,,,
19.213362,565,0.362214804,,,,,
19.208577,567,0.360763788,,,,,
19.26456,568,0.363055915,,,,,
19.2699,569,0.35893181,,,,,
19.282773,570,0.356986016,,,,,
19.271474,572,0.364239752,,,,,
19.289484,573,0.360428423,,,,,
19.313706,574,0.3577407,,,,,
19.342937,577,0.35978508,,,,,
19.365759,578,0.357766688,,,,,
19.367831,580,0.355761468,,,,,
19.40327,582,0.358445197,,,,,
19.423745,585,0.360284567,,,,,
19.438888,586,0.354606539,,,,,
19.456039,588,0.359954506,,,,,
19.480303,589,0.361540616,,,,,
19.483025,591,0.371836245,,,,,
19.495241,592,0.372140139,,,,,
19.527651,593,0.371266842,,,,,
19.513294,594,0.369054526,,,,,
19.544761,595,0.370541394,,,,,
19.516338,596,0.373259842,,,,,
19.544337,597,0.373329729,,,,,
19.578215,599,0.371854097,,,,,
19.584107,600,0.373012573,Yes,,,,
19.60736,602,0.373200357,,,,,
19.604669,603,0.366475493,,,,,
19.662133,605,0.352272779,,,,,
19.616289,606,0.365908027,,,,,
19.651658,607,0.350069553,,,,,
19.691563,610,0.351906747,,,,,
19.706117,612,0.36532566,,,,,
19.741757,613,0.347858757,,,,,
19.756933,615,0.352386802,,,,,
19.772337,617,0.353008598,,,,,
19.790429,619,0.355615944,,,,,
19.821827,621,0.350010365,,,,,
19.80431,622,0.350585699,,,,,
19.814877,623,0.350723386,,,,,
19.834085,626,0.34961775,,,,,
19.879933,628,0.349779725,,,,,
19.924255,631,0.3510831,,,,,
19.924406,632,0.346200466,,,,,
19.942392,633,0.345644772,,,,,
19.96092,634,0.34762311,,,,,
19.96092,635,0.34686473,,,,,
20.002793,638,0.344255984,,,,,
20.025608,640,0.345253587,,,,,
20.049343,641,0.34455356,,,,,
20.078131,643,0.343052477,,,,,
20.099549,646,0.345136911,,,,,
20.132219,648,0.344620377,Yes,,,,
20.137076,650,0.343072534,,,,,
20.170538,652,0.342289627,,,,,
20.180573,653,0.340324372,,,,,
20.175067,654,0.342348158,,,,,
20.198675,655,0.342841059,,,,,
20.255586,659,0.343684614,,,,,
20.266364,660,0.340517581,,,,,
20.230714,661,0.342925191,,,,,
20.318885,662,0.338734001,,,,,
20.261811,663,0.342247307,,,,,
20.287722,665,0.34027651,,,,,
20.343999,666,0.339315623,,,,,
20.325581,667,0.336033493,,,,,
20.346338,669,0.339610934,,,,,
20.371999,672,0.337401182,Yes,,,,
20.426696,673,0.334506363,,,,,
20.420777,674,0.334511638,,,,,
20.435358,676,0.335434049,,,,,
20.454616,678,0.332433403,,,,,
20.474749,681,0.335572511,,,,,
20.505704,684,0.333151013,,,,,
20.51727,685,0.333118886,,,,,
20.555583,687,0.336421073,,,,,
20.586431,689,0.337235451,,,,,
20.60683,690,0.336086601,,,,,
20.638892,691,0.334866583,,,,,
20.666376,692,0.337900221,,,,,
20.654291,693,0.339696765,,,,,
20.663768,695,0.335228026,,,,,
20.69294,697,0.337141693,,,,,
20.699882,698,0.33481583,,,,,
20.711891,699,0.338321447,,,,,
20.748424,701,0.336953998,,,,,
20.747384,702,0.337011188,,,,,
20.770636,704,0.334668875,,,,,
20.815788,706,0.335809976,,,,,
20.814522,708,0.335742801,,,,,
20.819391,709,0.332840234,,,,,
20.884906,711,0.336818785,,,,,
20.875163,713,0.333750486,,,,,
20.91742,714,0.331709325,,,,,
20.879987,715,0.331937462,,,,,
20.899403,716,0.329939514,,,,,
20.955902,717,0.330269516,,,,,
20.980932,718,0.32911545,,,,,
20.975762,719,0.328611016,,,,,
20.994677,722,0.328180343,,,,,
21.046619,724,0.326852411,,,,,
21.054722,726,0.32714653,,,,,
21.069213,728,0.327553839,,,,,
21.089415,730,0.327119231,,,,,
21.116156,732,0.321206868,,,,,
21.136084,733,0.324855208,,,,,
21.178143,735,0.325181603,,,,,
21.19494,737,0.319526553,,,,,
21.206691,739,0.320034653,,,,,
21.262436,741,0.321481794,,,,,
21.256671,742,0.316314787,,,,,
21.279753,744,0.319478512,Yes,,,,
21.310202,746,0.31817919,,,,,
21.339509,747,0.319697052,,,,,
21.329008,748,0.318325609,,,,,
21.370086,749,0.318222523,,,,,
21.370086,750,0.31872496,,,,,
21.369142,752,0.318469137,,,,,
21.417118,753,0.318617165,,,,,
21.392533,754,0.316616237,,,,,
21.448457,756,0.3177647,,,,,
21.500846,758,0.317193657,,,,,
21.504419,760,0.317363322,,,,,
21.528199,761,0.315916926,,,,,
21.515274,762,0.316529036,,,,,
21.541658,764,0.316124916,,,,,
21.591508,765,0.314516425,,,,,
21.579541,767,0.31534341,,,,,
21.617171,768,0.314257026,Yes,,,,
21.627822,769,0.312622547,,,,,
21.627822,770,0.312451273,,,,,
21.652596,772,0.313080311,,,,,
21.652596,773,0.313442588,,,,,
21.675997,774,0.316337735,,,,,
21.668283,776,0.31310156,,,,,
21.706898,778,0.314690948,,,,,
21.778537,779,0.311913639,,,,,
21.762332,780,0.311758012,,,,,
21.793573,782,0.310316294,,,,,
21.793573,783,0.3102009,,,,,
21.850738,785,0.309679985,,,,,
21.865595,787,0.309775978,,,,,
21.879861,789,0.310030699,,,,,
21.919999,791,0.309004277,,,,,
21.934288,792,0.308921039,Yes,,,,
21.922927,793,0.305844039,,,,,
21.92228,794,0.301579267,,,,,
21.955716,795,0.304317564,,,,,
21.988828,797,0.317822158,,,,,
21.992202,798,0.319551706,,,,,
22.020921,800,0.320313692,,,,,
22.06861,802,0.320908248,,,,,
22.052836,803,0.31940037,,,,,
22.101439,805,0.32073161,,,,,
22.089761,806,0.319051087,,,,,
22.133524,808,0.321557492,,,,,
22.166775,811,0.319897205,,,,,
22.180831,812,0.299815565,,,,,
22.201161,813,0.300593317,,,,,
22.219655,814,0.316536814,,,,,
22.219806,816,0.314769983,Yes,,,,
22.245384,817,0.321758568,,,,,
22.236982,818,0.302019447,,,,,
22.344158,820,0.312031299,,,,,
22.293672,822,0.302227825,,,,,
22.321707,824,0.314245045,,,,,
22.368744,826,0.312983364,,,,,
22.35814,827,0.308870375,,,,,
22.418186,829,0.310328215,,,,,
22.469551,832,0.303220958,,,,,
22.491606,833,0.304020494,,,,,
22.516849,835,0.300336123,,,,,
22.512368,838,0.302721232,,,,,
22.548761,840,0.300937802,Yes,,,,
22.599641,841,0.301775515,,,,,
22.589363,844,0.293927401,,,,,
22.631498,846,0.293109745,,,,,
22.630657,847,0.29672575,,,,,
22.658866,848,0.298095822,,,,,
22.7156,851,0.297396928,,,,,
22.733209,853,0.293605745,,,,,
22.776918,856,0.293337911,,,,,
22.782733,857,0.291234165,,,,,
22.8069,858,0.296972781,,,,,
22.823784,859,0.291701883,,,,,
22.854139,861,0.292899877,,,,,
22.859144,862,0.291533947,,,,,
22.871668,863,0.291674048,,,,,
22.884793,864,0.29304117,Yes,,,,
22.912667,865,0.2916798,,,,,
22.926526,866,0.291122019,,,,,
22.942321,867,0.289118886,,,,,
22.936382,868,0.288874149,,,,,
22.955589,869,0.292983323,,,,,
22.999271,871,0.294962496,,,,,
22.983164,872,0.288443118,,,,,
23.049588,875,0.289888114,,,,,
23.049048,877,0.289489418,,,,,
23.027765,878,0.290038168,,,,,
23.110172,880,0.289772242,,,,,
23.099404,881,0.287721872,,,,,
23.190799,882,0.288363159,,,,,
23.190799,883,0.289608657,,,,,
23.152481,885,0.287875325,,,,,
23.173483,886,0.288561732,,,,,
23.200256,888,0.287326694,Yes,,,,
23.22724,889,0.28892687,,,,,
23.258754,891,0.288081765,,,,,
23.274908,893,0.283867508,,,,,
23.313398,894,0.284658611,,,,,
23.333823,895,0.285450906,,,,,
23.373542,897,0.279978842,,,,,
23.330765,898,0.282479465,,,,,
23.355299,899,0.281770766,,,,,
23.377977,902,0.278517276,,,,,
23.437737,904,0.278990775,,,,,
23.435789,905,0.281559199,,,,,
23.471592,907,0.280042768,,,,,
23.510285,910,0.277898938,,,,,
23.536369,913,0.277639777,,,,,
23.593103,915,0.279081523,,,,,
23.593103,916,0.277029693,,,,,
23.626971,918,0.278873861,,,,,
23.64454,920,0.279254526,,,,,
23.696322,922,0.278997153,,,,,
23.71869,924,0.281317055,,,,,
23.766257,925,0.279942393,,,,,
23.736136,926,0.280171484,,,,,
23.780027,928,0.277975023,,,,,
23.783044,929,0.281887323,,,,,
23.776128,930,0.280215323,,,,,
23.806991,933,0.278105348,,,,,
23.876885,935,0.276961178,,,,,
23.907097,937,0.279465199,,,,,
23.954571,939,0.279738903,,,,,
23.913304,940,0.27622354,,,,,
23.973867,942,0.278247535,,,,,
23.956779,943,0.276637286,,,,,
24.007658,945,0.276734054,,,,,
23.987931,946,0.276305765,,,,,
24.035022,947,0.276837558,,,,,
24.033495,948,0.277352929,,,,,
24.057229,949,0.276645929,,,,,
24.046932,950,0.273499906,,,,,
24.069577,951,0.273488909,,,,,
24.076965,952,0.277743459,,,,,
24.129876,953,0.275109142,,,,,
24.147701,954,0.275327295,,,,,
24.136868,956,0.276937515,,,,,
24.149858,957,0.271739692,,,,,
24.188671,959,0.270796806,,,,,
24.219683,961,0.271752715,,,,,
24.293711,964,0.270522267,,,,,
24.286752,965,0.271710604,,,,,
24.273059,967,0.271096021,,,,,
24.332937,970,0.266146898,,,,,
24.356806,972,0.270175189,,,,,
24.37618,973,0.267209351,,,,,
24.408904,975,0.268145502,,,,,
24.447052,976,0.265477449,,,,,
24.468572,978,0.263147831,,,,,
24.490309,979,0.265122145,,,,,
24.478272,981,0.262836218,,,,,
24.503415,982,0.265711635,,,,,
24.543655,984,0.262055993,Yes,,,,
24.543624,985,0.261473388,,,,,
24.550066,986,0.260944873,,,,,
24.631397,988,0.263779312,,,,,
24.629323,990,0.26066649,,,,,
24.653202,992,0.261223048,,,,,
24.66839,993,0.26089114,,,,,
24.682453,994,0.258177102,,,,,
24.684058,996,0.25992766,,,,,
24.678979,997,0.258642852,,,,,
24.744484,1000,0.258183152,,,,,
24.772599,1001,0.259131134,,,,,
24.742835,1002,0.259841979,,,,,
24.800162,1003,0.259164929,,,,,
24.825363,1004,0.259009004,,,,,
24.81316,1006,0.256780446,,,,,
24.842032,1007,0.257063508,,,,,
24.885322,1009,0.258442015,,,,,
24.9168,1011,0.255810291,,,,,
24.920085,1012,0.256136358,,,,,
24.920484,1014,0.257313639,,,,,
24.946365,1016,0.255441099,,,,,
24.959034,1017,0.254273862,,,,,
24.983708,1018,0.254438728,,,,,
25.012177,1020,0.254937261,,,,,
25.034976,1023,0.254749268,,,,,
25.086232,1025,0.250722796,,,,,
25.106243,1026,0.254653961,,,,,
25.146975,1029,0.252678871,,,,,
25.140278,1030,0.250831664,,,,,
25.165705,1031,0.250652343,,,,,
25.150108,1032,0.252190858,Yes,,,,
25.194506,1033,0.250033557,,,,,
25.210057,1035,0.249863073,,,,,
25.220254,1036,0.252954572,,,,,
25.237476,1039,0.252729386,,,,,
25.241938,1040,0.251342982,,,,,
25.295262,1041,0.25054735,,,,,
25.289727,1042,0.252180159,,,,,
